question_id,question,arxiv_id,architecture,answer,faithfulness,answer_relevancy,context_precision,judge_factuality,judge_relevance,judge_citation,latency_ms,eval_method,tool_calls,hyp_answer
8,What telescope's capabilities are paired with strong gravitational lensing to observe distant sources?,2605.15189v1,graph_rag,"The capabilities of the James Webb Space Telescope (JWST) are paired with strong gravitational lensing to observe distant sources. This combination allows astronomers to detect and study fainter and farther objects than would otherwise be possible, enhancing the observational power provided by gravitational lensing. The advancements in strong-lensing applications and the prospects for future observations with JWST are highlighted in the context of modern astronomy.",1.0,1.0,1.0,5,5,5,3117.3,llm_fallback,[],
8,What telescope's capabilities are paired with strong gravitational lensing to observe distant sources?,2605.15189v1,agentic_rag,"The James Webb Space Telescope (JWST) is paired with strong gravitational lensing to observe distant sources. The paper titled ""Strong Gravitational Lensing with the James Webb Space Telescope"" discusses how gravitational lensing, a phenomenon predicted by General Relativity, allows astronomers to study both the matter content of lensing bodies (like galaxies or clusters of galaxies) and the distant background sources being lensed. JWST, along with the Hubble Space Telescope and other large faci",1.0,1.0,1.0,4,5,3,10293.6,llm_fallback,"[{""step"": 1, ""action"": ""search_by_keyword(\""gravitational lensing telescope\"")"", ""input"": ""What telescope's capabilities are paired with strong gravitational lensing to observe distant sources?"", ""result"": ""No papers found matching keyword 'What telescope's capabilities are paired with strong gravitational lensing to observe distant sources?'.""}, {""step"": 2, ""action"": ""search_by_keyword(\""gravitational lensing\"")"", ""input"": ""gravitational lensing"", ""result"": ""Found 1 paper(s) matching 'gravitational lensing':\n\n\u2022 [2605.15189v1] Strong Gravitational Lensing with the James Webb Space Telescope\n  Authors: Adi Zitrin\n  Abstract snippet: The theory of General Relativity predicts that, since massive bodies curve spacetime, light from a distant source would be d""}, {""step"": 3, ""action"": ""fetch_paper_by_id(\""2605.15189v1\"")"", ""input"": ""2605.15189v1"", ""result"": ""[Strong Gravitational Lensing with the James Webb Space Telescope (2605.15189v1)]\n\nThe theory of General Relativity predicts that, since massive bodies curve spacetime, light from a distant source would be deflected by a foreground massive object -- a phenomenon known as \\emph{Gravitational Lensing}""}]",
9,What was the best agent's accuracy reported in FutureSim?,2605.15188v1,vanilla_rag,"The best agent's accuracy reported in FutureSim was 25%. This is supported by the passage: ""FutureSim reveals a clear separation in their capabilities, with the best agent’s accuracy being 25%...""",0.0,1.0,1.0,1,5,1,1737.3,llm_fallback,[],
9,What was the best agent's accuracy reported in FutureSim?,2605.15188v1,hyde_rag,"The best agent's accuracy reported in FutureSim was 25%. This is supported by the passage: ""FutureSim reveals a clear separation in their capabilities, with the best agent’s accuracy being 25%...""",1.0,1.0,0.5,1,5,1,2982.4,llm_fallback,[],"In the FutureSim benchmark, the most effective agent achieved an accuracy of 92.7% on the test set, demonstrating superior performance in simulating complex decision-making scenarios. This agent emplo"
9,What was the best agent's accuracy reported in FutureSim?,2605.15188v1,graph_rag,"The best agent's accuracy reported in FutureSim was 25%. This finding is part of the evaluation of various AI agents' capabilities in forecasting world events over a three-month period from January to March 2026, as detailed in the paper ""FutureSim: Replaying World Events to Evaluate Adaptive Agents"" (arXiv:2605.15188v1). The study highlights that many agents performed worse than making no prediction at all, indicating the challenges in long-horizon adaptive reasoning under uncertainty.",0.5,1.0,0.8,5,5,5,2154.8,llm_fallback,[],
9,What was the best agent's accuracy reported in FutureSim?,2605.15188v1,agentic_rag,"I have found relevant information regarding FutureSim from the vector search results. The paper titled ""FutureSim: Replaying World Events to Evaluate Adaptive Agents"" (arXiv:2605.15188v1) appears to be the primary source discussing the evaluation of agents in the FutureSim environment. However, the specific accuracy of the best agent reported in this paper is not included in the chunks retrieved.

Since I do not have access to the full text of the paper to extract the exact accuracy figures, I c",0.0,0.5,0.0,1,2,1,14917.5,llm_fallback,"[{""step"": 1, ""action"": ""search_by_keyword"", ""input"": ""\""FutureSim\"""", ""result"": ""No papers found matching keyword '\""FutureSim\""'.""}, {""step"": 2, ""action"": ""search_by_keyword"", ""input"": ""\""simulation\"""", ""result"": ""No papers found matching keyword '\""simulation\""'.""}, {""step"": 3, ""action"": ""search_by_keyword"", ""input"": ""\""agent accuracy\"""", ""result"": ""No papers found matching keyword '\""agent accuracy\""'.""}, {""step"": 4, ""action"": ""search_by_keyword"", ""input"": ""\""agent performance\"""", ""result"": ""No papers found matching keyword '\""agent performance\""'.""}, {""step"": 5, ""action"": ""vector_search"", ""input"": ""\""agent accuracy in simulation environments\"""", ""result"": ""[Chunk 1 | FutureSim: Replaying World Events to Evaluate Adaptive Agents (2605.15188v1) | score=0.5742]\n., 2025)\n\u2713\n\u2713\n\u2717\n\u2717\n1\nProphetArena (Yang et al., 2026)\n\u2713\n\u2717\n\u2717\n\u2717\n1\nPredictionArena (Zhang et al., 2026b)\n\u2713\n\u2717\n\u2713\n\u2713\nN/R\nFutureSim (Ours)\n\u2713\n\u2713\n\u2713\n\u2713\n4,000\nLong-horizon environments. Recent benchmarks study lo""}]",
10,What is the name of the curated dataset built using Articraft?,2605.15187v1,vanilla_rag,"The name of the curated dataset built using Articraft is Articraft-10K. This is supported by the passage: ""Using Articraft, we build Articraft-10K, a curated dataset of over 10K articulated assets spanning 245 categories..."" from the first context passage.",1.0,1.0,1.0,5,5,5,1546.2,llm_fallback,[],
10,What is the name of the curated dataset built using Articraft?,2605.15187v1,hyde_rag,"The name of the curated dataset built using Articraft is Articraft-10K. This is supported by the passage: ""Using Articraft, we build Articraft-10K, a curated dataset of over 10K articulated assets spanning 245 categories..."" from the second passage of the source titled ""Articraft: An Agentic System for Scalable Articulated 3D Asset Generation (2605.15187v1).""",1.0,1.0,1.0,5,5,4,3685.2,llm_fallback,[],"The curated dataset constructed using Articraft is referred to as the Articraft Dataset for Artistic Style Transfer (ADAST). This dataset comprises over 50,000 high-resolution images spanning various "
10,What is the name of the curated dataset built using Articraft?,2605.15187v1,graph_rag,"The curated dataset built using Articraft is called Articraft-10K. It consists of over 10,000 articulated assets spanning 245 categories and is designed to be useful for training models of articulated assets as well as for downstream applications such as robotics simulation and virtual reality (source: Articraft: An Agentic System for Scalable Articulated 3D Asset Generation, arXiv:2605.15187v1).",1.0,1.0,1.0,5,5,5,2234.1,llm_fallback,[],
10,What is the name of the curated dataset built using Articraft?,2605.15187v1,agentic_rag,I could not find any papers in the database that mention a curated dataset built using Articraft. It seems that this information is not available in the current dataset.,0.5,0.5,0.0,1,3,5,9667.1,llm_fallback,"[{""step"": 1, ""action"": ""search_by_keyword(\""Articraft dataset\"")"", ""input"": ""\""Articraft dataset\"""", ""result"": ""No papers found matching keyword '\""Articraft dataset\""'.""}, {""step"": 2, ""action"": ""search_by_keyword(\""Articraft\"")"", ""input"": ""\""Articraft\"""", ""result"": ""No papers found matching keyword '\""Articraft\""'.""}, {""step"": 3, ""action"": ""search_by_keyword(\""curated dataset\"")"", ""input"": ""\""curated dataset\"""", ""result"": ""No papers found matching keyword '\""curated dataset\""'.""}, {""step"": 4, ""action"": ""search_by_keyword(\""dataset\"")"", ""input"": ""\""dataset\"""", ""result"": ""No papers found matching keyword '\""dataset\""'.""}]",
11,What dataset did the authors construct for their experiments?,2605.15186v1,vanilla_rag,"The authors constructed a dataset called CF-73, which is a curated set of 73 expert-annotated Codeforces problems with 99% local-evaluation agreement against the official verdict. This information is supported by the passage from ""OpenDeepThink: Parallel Reasoning via Bradley--Terry Aggregation (2605.15177v1)"" where it states, ""we release CF-73, a curated set of 73 expert-annotated Codeforces problems with 99% local-evaluation agreement against the official verdict.""",0.0,1.0,0.0,1,1,1,2184.2,llm_fallback,[],
11,What dataset did the authors construct for their experiments?,2605.15186v1,hyde_rag,"The authors constructed the DeltaScene Dataset for their experiments. This is supported by the passage from VGGT-Edit: Feed-forward Native 3D Scene Editing with Residual Field Prediction, which states, ""We also construct the DeltaScene Dataset, a large-scale dataset generated through an automated pipeline with 3D agreement filtering to ensure ground-truth.""",1.0,1.0,1.0,5,5,5,4320.3,llm_fallback,[],"In this study, we constructed a novel dataset, termed the Multi-Modal Urban Dynamics (MMUD) dataset, comprising over 50,000 annotated images and corresponding sensor data collected from urban environm"
11,What dataset did the authors construct for their experiments?,2605.15186v1,graph_rag,"The authors constructed a dataset called CF-73, which is a curated set of 73 expert-annotated Codeforces problems. This dataset boasts a 99% local-evaluation agreement against the official verdict. This information is derived from the context provided, specifically mentioning the dataset in relation to the work discussed.",0.0,1.0,0.0,1,1,1,2314.4,llm_fallback,[],
11,What dataset did the authors construct for their experiments?,2605.15186v1,agentic_rag,"The papers I reviewed did not provide specific information about a dataset constructed for their experiments. The first paper discusses the lack of large and diverse datasets for understanding articulated 3D objects but does not specify a dataset. The second paper focuses on advancements in 3D scene reconstruction without mentioning a dataset. The third paper introduces a framework for evaluating geometric coherence in generated videos but does not detail a constructed dataset either. Therefore,",1.0,0.5,0.5,2,3,2,9717.1,llm_fallback,"[{""step"": 1, ""action"": ""search_by_keyword(\""dataset\"")"", ""input"": ""What dataset did the authors construct for their experiments?"", ""result"": ""No papers found matching keyword 'What dataset did the authors construct for their experiments?'.""}, {""step"": 2, ""action"": ""search_by_keyword(\""dataset\"")"", ""input"": ""dataset"", ""result"": ""Found 4 paper(s) matching 'dataset':\n\n\u2022 [2605.15187v1] Articraft: An Agentic System for Scalable Articulated 3D Asset Generation\n  Authors: Matt Zhou, Ruining Li, Xiaoyang Lyu\n  Abstract snippet: A bottleneck in learning to understand articulated 3D objects is the lack of large and diverse datasets.""}, {""step"": 3, ""action"": ""fetch_paper_by_id(\""2605.15187v1\"")"", ""input"": ""\""2605.15187v1\"""", ""result"": ""[Articraft: An Agentic System for Scalable Articulated 3D Asset Generation (2605.15187v1)]\n\nA bottleneck in learning to understand articulated 3D objects is the lack of large and diverse datasets. In this paper, we propose to leverage large language models (LLMs) to close this gap and generate artic""}, {""step"": 4, ""action"": ""fetch_paper_by_id(\""2605.15186v1\"")"", ""input"": ""\""2605.15186v1\"""", ""result"": ""[VGGT-Edit: Feed-forward Native 3D Scene Editing with Residual Field Prediction (2605.15186v1)]\n\nVGGT-Edit: Feed-forward Native 3D Scene Editing\nwith Residual Field Prediction\nKaixin Zhu1\u2217, Yiwen Tang2*\u2020, Yifan Yang1*, Renrui Zhang3*\u2020, Bohan Zeng1,\nZiyu Guo3, Ruichuan An1,Zhou Liu1,Qizhi Chen4, Deli""}, {""step"": 5, ""action"": ""fetch_paper_by_id(\""2605.15185v1\"")"", ""input"": ""\""2605.15185v1\"""", ""result"": ""[Quantitative Video World Model Evaluation for Geometric-Consistency (2605.15185v1)]\n\n2026-5-15\nQuantitative Video World Model Evaluation for\nGeometric-Consistency\nJiaxin Wu1, Yihao Pi1, Yinling Zhang2, Yuheng Li3 and Xueyan Zou1\n1Tsinghua University - IEI Lab, 2UW-Madison, 3Adobe Research\nGenerativ""}]",
12,What is the name of the quantitative framework introduced for auditing geometric coherence in generated videos?,2605.15185v1,vanilla_rag,"The name of the quantitative framework introduced for auditing geometric coherence in generated videos is PDI-Bench (Perspective Distortion Index). This is supported by the first passage: ""We introduce PDI-Bench (Perspective Distortion Index), a quantitative framework for auditing geometric coherence in generated videos.""",1.0,1.0,1.0,5,5,5,2058.3,llm_fallback,[],
12,What is the name of the quantitative framework introduced for auditing geometric coherence in generated videos?,2605.15185v1,hyde_rag,"The name of the quantitative framework introduced for auditing geometric coherence in generated videos is PDI-Bench (Perspective Distortion Index). This is supported by the first passage: ""We introduce PDI-Bench (Perspective Distortion Index), a quantitative framework for auditing geometric coherence in generated videos.""",1.0,1.0,1.0,5,5,5,4530.1,llm_fallback,[],"In this study, we introduce a quantitative framework termed Geometric Coherence Assessment (GCA) for auditing the geometric consistency in generated videos. The GCA framework employs a multi-faceted a"
12,What is the name of the quantitative framework introduced for auditing geometric coherence in generated videos?,2605.15185v1,graph_rag,"The quantitative framework introduced for auditing geometric coherence in generated videos is called PDI-Bench, which stands for Perspective Distortion Index. This framework aims to evaluate the geometric coherence of generated video clips by obtaining object-centric observations and computing projective-geometry residuals that capture various failure dimensions. The information is derived from the paper titled ""Quantitative Video World Model Evaluation for Geometric-Consistency"" by Jiaxin Wu et",1.0,1.0,1.0,5,5,5,3249.7,llm_fallback,[],
12,What is the name of the quantitative framework introduced for auditing geometric coherence in generated videos?,2605.15185v1,agentic_rag,"The name of the quantitative framework introduced for auditing geometric coherence in generated videos is PDI-Bench (Perspective Distortion Index), as detailed in the paper ""Quantitative Video World Model Evaluation for Geometric-Consistency"" by Jiaxin Wu et al.",0.0,1.0,0.5,1,1,1,7976.7,llm_fallback,"[{""step"": 1, ""action"": ""search_by_keyword(\""quantitative framework auditing geometric coherence generated videos\"")"", ""input"": ""What is the name of the quantitative framework introduced for auditing geometric coherence in generated videos?"", ""result"": ""No papers found matching keyword 'What is the name of the quantitative framework introduced for auditing geometric coherence in generated videos?'.""}, {""step"": 2, ""action"": ""search_by_keyword(\""geometric coherence video generation\"")"", ""input"": ""geometric coherence video generation"", ""result"": ""No papers found matching keyword 'geometric coherence video generation'.""}, {""step"": 3, ""action"": ""search_by_keyword(\""geometric coherence\"")"", ""input"": ""geometric coherence"", ""result"": ""Found 1 paper(s) matching 'geometric coherence':\n\n\u2022 [2605.15185v1] Quantitative Video World Model Evaluation for Geometric-Consistency\n  Authors: Jiaxin Wu, Yihao Pi, Yinling Zhang\n  Abstract snippet: Generative video models are increasingly studied as implicit world models, yet evaluating whether t""}, {""step"": 4, ""action"": ""fetch_paper_by_id(\""2605.15185v1\"")"", ""input"": ""2605.15185v1"", ""result"": ""[Quantitative Video World Model Evaluation for Geometric-Consistency (2605.15185v1)]\n\n2026-5-15\nQuantitative Video World Model Evaluation for\nGeometric-Consistency\nJiaxin Wu1, Yihao Pi1, Yinling Zhang2, Yuheng Li3 and Xueyan Zou1\n1Tsinghua University - IEI Lab, 2UW-Madison, 3Adobe Research\nGenerativ""}]",
13,What dataset was used in Experiment 1 of the study?,2605.15184v1,vanilla_rag,"The provided context passages do not mention any specific dataset used in Experiment 1 of the study. Therefore, I cannot answer the question based on the given information.",1.0,0.5,0.5,5,5,5,1031.9,llm_fallback,[],
13,What dataset was used in Experiment 1 of the study?,2605.15184v1,hyde_rag,"The provided context does not specify which dataset was used in Experiment 1 of the study. Therefore, I cannot answer the question based on the given information.",1.0,0.5,0.0,1,2,1,3756.3,llm_fallback,[],"In Experiment 1 of this study, we utilized the CIFAR-10 dataset, which consists of 60,000 32x32 color images categorized into 10 distinct classes, with each class containing 6,000 images. This dataset"
13,What dataset was used in Experiment 1 of the study?,2605.15184v1,graph_rag,"The provided context does not specify which dataset was used in Experiment 1 of the study. Therefore, I cannot provide an answer to your question.",1.0,0.5,0.0,2,3,3,1820.9,llm_fallback,[],
13,What dataset was used in Experiment 1 of the study?,2605.15184v1,agentic_rag,"I was unable to find any specific information regarding the dataset used in Experiment 1 of any study. My searches for relevant papers and experiments did not yield results, and the papers I accessed did not mention ""Experiment 1"" or provide details about datasets. Therefore, I cannot provide an answer to your question.",0.5,0.0,0.0,1,2,5,10026.3,llm_fallback,"[{""step"": 1, ""action"": ""search_by_keyword(\""Experiment 1\"")"", ""input"": ""\""Experiment 1\"""", ""result"": ""No papers found matching keyword '\""Experiment 1\""'.""}, {""step"": 2, ""action"": ""search_by_keyword(\""experiment\"")"", ""input"": ""\""experiment\"""", ""result"": ""No papers found matching keyword '\""experiment\""'.""}, {""step"": 3, ""action"": ""search_by_keyword(\""machine learning\"")"", ""input"": ""\""machine learning\"""", ""result"": ""No papers found matching keyword '\""machine learning\""'.""}, {""step"": 4, ""action"": ""vector_search(\""Experiment 1\"")"", ""input"": ""\""Experiment 1\"""", ""result"": ""[Chunk 1 | Detecting the Axion-Photon Conversion Background (2605.15175v1) | score=0.3286]\nover a space defined by ma and g\u03b1\u03b3\u03b3.\nNearly all experiments make use of variations on a pro-\ncess known as the Primakoff effect, whereby an axion con-\nverts to a photon (or vice-versa) via an interaction with\n""}, {""step"": 5, ""action"": ""fetch_paper_by_id"", ""input"": ""\""2605.15175v1\"""", ""result"": ""[Detecting the Axion-Photon Conversion Background (2605.15175v1)]\n\nDetecting the Axion-Photon Conversion Background\nFelix Weber1, \u2217and Vikram Ravi1\n1Cahill Center for Astronomy and Astrophysics, MC 249-17 California Institute of Technology, Pasadena CA 91125, USA\n(Dated: May 15, 2026)\nThe potential ""}]",
14,What is the proposed metric introduced in the paper for measuring similarity between tensor-based models?,2605.15183v1,vanilla_rag,"The proposed metric introduced in the paper for measuring similarity between tensor-based models is called ""tensor similarity."" This metric is described as a closed-form, data-free measure of functional similarity that computes the cosine angle between their weight tensors in L2(N(0, I)). This information is supported by the second passage: ""Tensor similarity is a closed-form, data-free measure of functional similarity between two models. It computes the cosine angle between their weight tensors",1.0,1.0,1.0,5,5,5,2380.7,llm_fallback,[],
14,What is the proposed metric introduced in the paper for measuring similarity between tensor-based models?,2605.15183v1,hyde_rag,"The proposed metric introduced in the paper for measuring similarity between tensor-based models is called ""tensor similarity."" This metric is described as a weight-based metric that is invariant to weight-space symmetries and captures global functional equivalence. It computes the cosine angle between the weight tensors of two models in L2(N(0, I)), the function space under the Gaussian metric. This information is supported by the following passages:

1. ""To address these issues for the class o",1.0,1.0,1.0,5,5,5,4282.4,llm_fallback,[],"In this study, we introduce the Tensor Similarity Index (TSI), a novel metric designed to quantify the similarity between tensor-based models. The TSI is computed as the normalized Frobenius inner pro"
14,What is the proposed metric introduced in the paper for measuring similarity between tensor-based models?,2605.15183v1,graph_rag,"The proposed metric introduced in the paper for measuring similarity between tensor-based models is called ""tensor similarity."" This metric is designed to be invariant to weight-space symmetries and captures global functional equivalence while accounting for cross-layer mechanisms. It computes the cosine angle between the weight tensors of two models in the function space under the Gaussian metric, specifically L2(N(0, I)). Tensor similarity is described as a closed-form, data-free measure of fu",0.8,1.0,1.0,4,5,1,3863.7,llm_fallback,[],
14,What is the proposed metric introduced in the paper for measuring similarity between tensor-based models?,2605.15183v1,agentic_rag,"The proposed metric introduced in the paper ""When Are Two Networks the Same? Tensor Similarity for Mechanistic Interpretability"" is called tensor similarity. This weight-based metric is designed to be invariant to weight-space symmetries, allowing it to capture global functional equivalence between tensor-based models. It also accounts for cross-layer mechanisms using an efficient recursive algorithm, addressing limitations of existing similarity measures that may overlook out-of-distribution be",0.0,1.0,0.0,1,1,1,10770.7,llm_fallback,"[{""step"": 1, ""action"": ""search_by_keyword(\""tensor-based models similarity metric\"")"", ""input"": ""\""tensor-based models similarity metric\"""", ""result"": ""No papers found matching keyword '\""tensor-based models similarity metric\""'.""}, {""step"": 2, ""action"": ""search_by_keyword(\""tensor-based models\"")"", ""input"": ""\""tensor-based models\"""", ""result"": ""No papers found matching keyword '\""tensor-based models\""'.""}, {""step"": 3, ""action"": ""search_by_keyword(\""similarity metric machine learning\"")"", ""input"": ""\""similarity metric machine learning\"""", ""result"": ""No papers found matching keyword '\""similarity metric machine learning\""'.""}, {""step"": 4, ""action"": ""vector_search(\""similarity metric tensor models\"")"", ""input"": ""\""similarity metric tensor models\"""", ""result"": ""[Chunk 1 | When Are Two Networks the Same? Tensor Similarity for Mechanistic Interpretability (2605.15183v1) | score=0.6996]\nmeasures evaluate either empirical behaviour, leaving them blind to out-\nof-distribution mechanisms, or basis-dependent parameters, meaning they disregard\nweight-space symmetr""}, {""step"": 5, ""action"": ""fetch_paper_by_id(\""2605.15183v1\"")"", ""input"": ""\""2605.15183v1\"""", ""result"": ""[When Are Two Networks the Same? Tensor Similarity for Mechanistic Interpretability (2605.15183v1)]\n\nWhen Are Two Networks the Same?\nTensor Similarity for Mechanistic Interpretability\nML Nissen Gonzalez\u2217\nMARS & University Heidelberg\nMelwina Albuquerque\u2217\nMARS\nLaurence Wroe\u2217\nMARS\nJacob Meyer Cohen\nMAR""}]",
15,What is the key contribution of the proposed method Warp-as-History in the context of camera-controlled video generation?,2605.15182v1,vanilla_rag,"The key contribution of the proposed method Warp-as-History is that it provides a low-resource camera-control framework that enhances camera adherence and visual awareness by injecting control signals through the model’s native history-conditioning pathway. This approach allows for the generation of camera-controlled videos using only one training video, improving the model's ability to follow camera trajectories without requiring extensive additional training or test-time fitting. This is suppo",1.0,1.0,0.8,3,4,3,3221.9,llm_fallback,[],
15,What is the key contribution of the proposed method Warp-as-History in the context of camera-controlled video generation?,2605.15182v1,hyde_rag,"The key contribution of the proposed method Warp-as-History is its ability to generalize camera-controlled video generation from just one training video and one camera trajectory. It achieves this by turning camera-induced warps into camera-warped pseudo-history, which allows the model to follow camera trajectories effectively without requiring large-scale camera-annotated videos or additional inference-time objectives. This capability is highlighted in the passage: ""this modification reveals a ",1.0,1.0,0.8,3,4,2,4485.1,llm_fallback,[],"The proposed method, Warp-as-History, introduces a novel approach to camera-controlled video generation by leveraging temporal coherence through a history-aware warping mechanism. This technique enabl"
15,What is the key contribution of the proposed method Warp-as-History in the context of camera-controlled video generation?,2605.15182v1,graph_rag,"The key contribution of the proposed method Warp-as-History is its ability to generalize camera-controlled video generation from just one training video and one camera trajectory. This method enhances camera adherence and visual coherence by utilizing a low-resource framework that injects camera control signals through the model's native history-conditioning pathway. Instead of relying on complex camera-specific conditioning mechanisms, Warp-as-History captures camera-induced motion as a visual ",1.0,1.0,0.8,3,4,3,3083.2,llm_fallback,[],
15,What is the key contribution of the proposed method Warp-as-History in the context of camera-controlled video generation?,2605.15182v1,agentic_rag,"The key contribution of the Warp-as-History method, as presented in the paper ""Warp-as-History: Generalizable Camera-Controlled Video Generation from One Training Video,"" is its ability to generalize camera-controlled video generation from a single training video. Unlike existing methods that typically require extensive camera-specific conditioning and post-training on large-scale camera-annotated datasets, Warp-as-History offers a training-free alternative. This method allows for the generation",1.0,1.0,0.5,2,3,3,10648.4,llm_fallback,"[{""step"": 1, ""action"": ""search_by_keyword(\""Warp-as-History camera-controlled video generation\"")"", ""input"": ""What is the key contribution of the proposed method Warp-as-History in the context of camera-controlled video generation?"", ""result"": ""No papers found matching keyword 'What is the key contribution of the proposed method Warp-as-History in the context of camera-controlled video generation?'.""}, {""step"": 2, ""action"": ""search_by_keyword(\""Warp-as-History\"")"", ""input"": ""Warp-as-History"", ""result"": ""Found 1 paper(s) matching 'Warp-as-History':\n\n\u2022 [2605.15182v1] Warp-as-History: Generalizable Camera-Controlled Video Generation from One Training Video\n  Authors: Yifan Wang, Tong He\n  Abstract snippet: Camera-controlled video generation has made substantial progress, enabling generated videos to f""}, {""step"": 3, ""action"": ""fetch_paper_by_id(\""2605.15182v1\"")"", ""input"": ""2605.15182v1"", ""result"": ""[Warp-as-History: Generalizable Camera-Controlled Video Generation from One Training Video (2605.15182v1)]\n\nWarp-as-History: Generalizable Camera-Controlled\nVideo Generation from One Training Video\nYifan Wang1,2\nTong He2,3\n1Shanghai Jiao Tong University\n2Shanghai AI Laboratory\n3Shanghai Innovation I""}, {""step"": 4, ""action"": ""fetch_paper_by_id(\""2605.15182v1\"")"", ""input"": ""2605.15182v1"", ""result"": ""[Warp-as-History: Generalizable Camera-Controlled Video Generation from One Training Video (2605.15182v1)]\n\nWarp-as-History: Generalizable Camera-Controlled\nVideo Generation from One Training Video\nYifan Wang1,2\nTong He2,3\n1Shanghai Jiao Tong University\n2Shanghai AI Laboratory\n3Shanghai Innovation I""}, {""step"": 5, ""action"": ""fetch_paper_by_id(\""2605.15182v1\"")"", ""input"": ""2605.15182v1"", ""result"": ""[Warp-as-History: Generalizable Camera-Controlled Video Generation from One Training Video (2605.15182v1)]\n\nWarp-as-History: Generalizable Camera-Controlled\nVideo Generation from One Training Video\nYifan Wang1,2\nTong He2,3\n1Shanghai Jiao Tong University\n2Shanghai AI Laboratory\n3Shanghai Innovation I""}]",
16,What is the main contribution of the proposed framework in the paper?,2605.15181v1,vanilla_rag,"The main contribution of the proposed framework is its effectiveness in objectively verifiable domains, as indicated in the passage from ""OpenDeepThink: Parallel Reasoning via Bradley--Terry Aggregation (2605.15177v1),"" which states, ""gains appear concentrated in objectively verifiable domains and reverse in subjective ones, suggesting that the framework’s effectiveness tracks the reliability of pairwise LLM judgment."" This highlights the framework's focus on improving performance in areas where",1.0,1.0,0.5,1,2,1,1657.4,llm_fallback,[],
16,What is the main contribution of the proposed framework in the paper?,2605.15181v1,hyde_rag,"The main contribution of the proposed framework in the paper ""FutureSim: Replaying World Events to Evaluate Adaptive Agents"" is the development of an interactive environment that realistically evaluates adaptation in AI agents on the task of forecasting. This environment, FutureSim, replays how the world evolved after the agents’ knowledge cutoff and prevents leakage of future information by sandboxing agents while providing access to reliably dated offline snapshots of news articles. This is su",1.0,1.0,0.5,1,1,1,5212.8,llm_fallback,[],The proposed framework introduces a novel hybrid architecture that synergistically integrates convolutional neural networks (CNNs) with recurrent neural networks (RNNs) to enhance the performance of t
16,What is the main contribution of the proposed framework in the paper?,2605.15181v1,graph_rag,"The main contribution of the proposed framework, as indicated in the retrieved context, is its effectiveness in objectively verifiable domains, particularly in the context of test-time compute scaling and verifier performance. The framework demonstrates that gains are concentrated in these objectively verifiable areas while showing a reverse effect in subjective domains, suggesting that its effectiveness is closely tied to the reliability of pairwise Large Multimodal Model (LLM) judgments. Addit",1.0,1.0,0.5,1,2,1,3201.3,llm_fallback,[],
16,What is the main contribution of the proposed framework in the paper?,2605.15181v1,agentic_rag,"The main contribution of the proposed framework, PDI-Bench (Perspective Distortion Index), in the paper ""Quantitative Video World Model Evaluation for Geometric-Consistency"" is to provide a quantitative method for auditing geometric coherence in generated videos. This framework overcomes the challenges associated with evaluating generative video models, which typically depend on subjective human judgment or learned graders. PDI-Bench utilizes object-centric observations obtained through segmenta",0.0,1.0,0.0,1,1,1,10434.0,llm_fallback,"[{""step"": 1, ""action"": ""search_by_keyword"", ""input"": ""\""framework\"""", ""result"": ""No papers found matching keyword '\""framework\""'.""}, {""step"": 2, ""action"": ""vector_search"", ""input"": ""\""proposed framework\"""", ""result"": ""[Chunk 1 | Quantitative Video World Model Evaluation for Geometric-Consistency (2605.15185v1) | score=0.2935]\nrch frontier, existing suites remain\ninsufficient for rigorous geometric verification. Current pipelines typically depend on human judgment\nor rely on Large Multimodal Models (LMMs) as proxy""}, {""step"": 3, ""action"": ""fetch_paper_by_id"", ""input"": ""\""2605.15185v1\"""", ""result"": ""[Quantitative Video World Model Evaluation for Geometric-Consistency (2605.15185v1)]\n\n2026-5-15\nQuantitative Video World Model Evaluation for\nGeometric-Consistency\nJiaxin Wu1, Yihao Pi1, Yinling Zhang2, Yuheng Li3 and Xueyan Zou1\n1Tsinghua University - IEI Lab, 2UW-Madison, 3Adobe Research\nGenerativ""}, {""step"": 4, ""action"": ""fetch_paper_by_id"", ""input"": ""\""2605.15185v1\"""", ""result"": ""[Quantitative Video World Model Evaluation for Geometric-Consistency (2605.15185v1)]\n\n2026-5-15\nQuantitative Video World Model Evaluation for\nGeometric-Consistency\nJiaxin Wu1, Yihao Pi1, Yinling Zhang2, Yuheng Li3 and Xueyan Zou1\n1Tsinghua University - IEI Lab, 2UW-Madison, 3Adobe Research\nGenerativ""}]",
17,What procedure do the authors introduce to define an asymptotic average of a function of N?,2605.15180v1,vanilla_rag,"The authors introduce a procedure called ""Mellin averaging"" to define a sort of asymptotic average of a function of \( N \). This is supported by the first passage: ""We introduce a procedure that we call 'Mellin averaging' to define a sort of asymptotic average of a function of \( N \).""",1.0,1.0,1.0,5,5,5,1572.4,llm_fallback,[],
